adj_M1,adj_M2,adj_M1M2,unadj_M1,unadj_M2,unadj_M1M2,sample_size,seed
16.0,21.0,25.0,14.0,9.0,5.0,,
16.773819959231915,20.44459932311019,24.89919527947133,19.417085507920888,15.746306144042613,11.291710187681474,100.0,610.0
15.95985296628102,20.846011783414838,24.83285647976816,15.95681390767328,11.07065509053946,7.083810394186138,500.0,610.0
15.906057273445768,20.848681661964143,24.875787640651986,13.915954202031756,8.97332981351338,4.946223834825538,1000.0,610.0
15.957011624141472,21.101715958899923,25.13798936046325,14.27996864553765,9.135264310779199,5.098990909215871,2000.0,610.0
16.089092603621083,21.093595690493274,25.08325945235393,14.74374012295467,9.739237036082478,5.749573274221824,5000.0,610.0
15.575734286406906,22.300929677311863,25.809988294477222,21.324512520708943,14.599317129803985,11.090258512638627,100.0,465.0
16.060319474246796,20.84685589181713,24.805882043569518,15.39391097417792,10.607374556607589,6.648348404855199,500.0,465.0
15.63843056332783,20.81331824020141,24.908316752941957,10.831144344806226,5.656256667932645,1.5612581551920997,1000.0,465.0
16.202064572094343,20.936521452228433,24.98698899352444,14.657003658417779,9.922546778283689,5.87207923698768,2000.0,465.0
16.090644954732454,21.0151213376328,24.998916920553988,14.434986429916947,9.510510047016602,5.526714464095413,5000.0,465.0
15.898150128112334,21.15920304469377,25.326177942658056,17.417569390770772,12.156516474189338,7.989541576225051,100.0,482.0
15.722230835997266,21.076581865931082,25.08712521547973,13.404672361526558,8.050321331592741,4.039777982044093,500.0,482.0
16.041622140454407,20.673823423445562,24.899633834197687,14.926055650892373,10.293854367901218,6.068043957149094,1000.0,482.0
15.891462996808059,21.097560069060954,24.952057477081645,13.07407841181638,7.867981339563485,4.013483931542794,2000.0,482.0
16.011128479715268,21.084925577829388,25.042469042222322,15.903961147006356,10.830164048892236,6.872620584499302,5000.0,482.0
15.895233552643958,19.928967548922742,24.473249953077108,16.39990371663037,12.366169720351586,7.82188731619722,100.0,422.0
15.698801385882298,21.28917959312819,25.02223017895077,12.322460890229706,6.732082682983815,2.9990320971612334,500.0,422.0
15.694465437966372,21.27205113732036,25.07717148836759,10.770332413927498,5.192746714573509,1.3876263635262802,1000.0,422.0
15.909240604604001,20.945527952066932,25.00871213141994,13.844245104279757,8.807957756816826,4.744773577463818,2000.0,422.0
16.01080276837564,20.926483272892888,24.95816970867765,15.101739682923387,10.18605917840614,6.154372742621376,5000.0,422.0
16.430226445837356,19.767633607180784,24.70371002446383,10.798175966872094,7.460768805528666,2.5246923882456187,100.0,198.0
15.239273124781526,21.46099747152806,25.21727730226941,16.75086954240409,10.529145195657556,6.772865364916207,500.0,198.0
15.890095980289708,20.85696379107698,24.931321188051584,16.66665570986369,11.69978789907642,7.625430502101814,1000.0,198.0
15.964778486226322,20.835217629471472,24.92256226050467,12.229679667244007,7.3592405239988565,3.2718958929656594,2000.0,198.0
15.900205930674993,21.13508740762068,24.987315669995816,14.02011591771683,8.785234440771141,4.933006178396006,5000.0,198.0
16.09129634617564,20.80925837919097,24.654378142015013,18.9563992779215,14.238437244906166,10.393317482082125,100.0,842.0
16.17911439050934,20.83429258316471,24.94023181959642,12.39427003588964,7.73909184323427,3.633152606802561,500.0,842.0
15.747322313259744,21.235123441722557,25.07979334533303,15.45966555127282,9.971864422810008,6.127194519199534,1000.0,842.0
16.028839942593464,20.807505063820116,24.832525845621028,15.932982858366962,11.15431773714031,7.129296955339399,2000.0,842.0
16.088476013086563,20.992403237799167,25.01319823433206,13.361718690423494,8.45779146571089,4.436996469177998,5000.0,842.0
16.256979688895612,19.267035152920393,24.23466883777602,8.976991016450476,5.966935552425696,0.9993018675700682,100.0,117.0
16.148227707396515,20.70284544658424,24.834577417012852,16.02803739633179,11.473419657144063,7.341687686715453,500.0,117.0
15.948416542210573,21.4552941243293,25.132806055837648,12.932128380688262,7.425250798569536,3.7477388670611873,1000.0,117.0
15.956719208358301,20.96582473432842,24.908927561926546,16.22330561989093,11.214200093920809,7.271097266322684,2000.0,117.0
16.00411586323009,21.0683814829451,25.064944954604606,13.540572595695679,8.47630697598067,4.4797435043211635,5000.0,117.0
16.21422968857761,20.74269067550953,25.02717536867756,11.464807850690129,6.93634686375821,2.651862170590178,100.0,695.0
16.22521215410554,20.83061515092337,25.060025831185392,14.467398189474373,9.861995192656543,5.632584512394523,500.0,695.0
16.141376718094754,20.916107164002796,24.948049160903395,14.054450376541674,9.279719930633632,5.247777933733033,1000.0,695.0
15.80233278950989,21.072630054078807,24.994580067078736,14.28657771430337,9.016280449734452,5.0943304367345235,2000.0,695.0
15.874697430082712,21.15749347893101,24.980640259357557,14.405095012227214,9.122298963378917,5.299152182952369,5000.0,695.0
16.023049010218244,21.235163945854616,25.478359245822702,26.68012869052007,21.4680137548837,17.224818454915614,100.0,206.0
16.053266147431636,21.067770494040126,25.169027748684,14.477079563499338,9.462575216890848,5.3613179622469715,500.0,206.0
15.722711920984125,21.159046400805472,25.025297410740272,14.60127065626557,9.164936176444222,5.298685166509422,1000.0,206.0
15.883181480674338,21.211190582126157,25.080845244845833,16.107435454121642,10.779426352669823,6.909771689950148,2000.0,206.0
15.954854015077053,20.925720700799616,24.913966906927236,12.841055820157635,7.870189134435073,3.8819429283074527,5000.0,206.0
16.148653916059835,20.6602096837551,25.05682706442885,11.201050877773575,6.689495110078312,2.292877729404559,100.0,223.0
15.739363506626773,20.625110109037664,24.628774700345453,16.16575566596049,11.280009063549599,7.27634447224181,500.0,223.0
16.445930708189778,20.94104713786922,24.89931775419396,11.059240565296463,6.564124135617021,2.605853519292282,1000.0,223.0
16.063416441367103,20.989367485873885,25.04580812233516,11.768282447399741,6.84233140289296,2.7858907664316845,2000.0,223.0
16.138810442244477,20.991448533075477,25.001807259813646,13.678676759167018,8.826038668336018,4.81567994159785,5000.0,223.0
14.748691923886199,21.215714213745223,25.36024542399592,15.413994805239952,8.946972515380928,4.80244130513023,100.0,669.0
15.435112949874537,21.237467495116903,25.072523184212486,11.557890353224288,5.755535807981921,1.9204801188863385,500.0,669.0
16.03319854262714,21.352787632242475,25.172243297900927,13.64206315615995,8.322474066544615,4.5030184008861625,1000.0,669.0
16.15599065967161,20.9221433458531,25.027900683233618,15.702988088854212,10.93683540267272,6.831078065292203,2000.0,669.0
16.000519246694573,20.901474658986068,24.961099429623708,12.800956580877305,7.90000116858581,3.8403763979481695,5000.0,669.0
15.327400810064013,21.459192963720383,25.19305863986972,16.099599598725312,9.967807445068942,6.233941768919607,100.0,314.0
16.33958929985519,21.066954131541003,25.271623602964638,13.162657304851855,8.435292473166044,4.2306230017424085,500.0,314.0
16.10535974010024,20.777975513151006,24.990230025989987,14.511388847204856,9.83877307415409,5.626518561315109,1000.0,314.0
